config_id,R_C_over_R_A,coupling_C,C_offset,projection_mode,projection_description,sigma_AC,sigma_BC,C_cell_count,C_cell_width,resolved_case_count,resolution_valid,clock_error,clock_valid,closure_valid,decomposition_valid,AB_dominant_valid,pair_sign_crossing,max_c_bias_ratio_to_f_AB,max_c_asymmetry_ratio_to_f_AB,f_ABC_common_mode_ratio,fit_valid_native,fit_valid_pair_tau_ABC,fit_valid_c_bias,fit_valid_c_asymmetry,fit_valid_common_mode_direct_control,alpha_native_AB_tau_ABC,alpha_pair_tau_ABC,alpha_pair_tau_AB,alpha_pair_tau_AC,alpha_pair_tau_BC,alpha_c_bias_tau_ABC,alpha_c_asymmetry_tau_ABC,alpha_common_mode_direct_control_tau_ABC,alpha_class_native_AB_tau_ABC,alpha_class_pair_tau_ABC,alpha_class_pair_tau_AB,alpha_class_pair_tau_AC,alpha_class_pair_tau_BC,alpha_class_c_bias_tau_ABC,alpha_class_c_asymmetry_tau_ABC,alpha_class_common_mode_direct_control_tau_ABC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,log_rmse_pair_tau_ABC,inverse_term_injected,inverse_square_term_injected
Rc1_eps0.01_off-0.08_c_assists_ab,1.0,0.01,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.057295779513082325,0.004583662361046588,0.01,True,True,True,True,True,-0.9999999999999993,-1.0285120795951317,-1.6873386325323745,-1.0285120795951312,-1.0285120795951312,1.3032798396535902e-15,1.737706452871454e-15,-1.00351614532029,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372428,4.440892098500626e-16,4.440892098500626e-16,0.05450822590515755,False,False
Rc1_eps0.01_off-0.08_a_opposes_b_assists,1.0,0.01,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.004583662361046588,0.057295779513082325,0.01,True,True,True,True,True,-0.9999999999999993,-1.0529096446694872,-1.7117361976067311,-1.0529096446694877,-1.0529096446694877,1.737706452871454e-15,1.3032798396535902e-15,-1.026456116905259,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372439,-4.440892098500626e-16,-4.440892098500626e-16,0.0597451991299171,False,False
Rc1_eps0.01_off-0.08_a_assists_b_opposes,1.0,0.01,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.004583662361046588,0.057295779513082325,0.01,True,True,True,True,True,-0.9999999999999993,-1.0573005379125768,-1.7161270908498205,-1.0573005379125768,-1.0573005379125766,1.737706452871454e-15,1.3032798396535902e-15,-1.0305782125636642,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372437,0.0,2.220446049250313e-16,0.06070886310419039,False,False
Rc1_eps0.01_off0_c_opposes_ab,1.0,0.01,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.057295779513082325,0.0,0.01,True,True,True,False,True,-0.9999999999999993,-1.0834655553174914,-1.742292108254735,-1.0834655553174914,-1.0834655553174914,1.3032798396535902e-15,0.0,-1.0550994082048812,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.06658319969493878,False,False
Rc1_eps0.01_off0_c_assists_ab,1.0,0.01,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.057295779513082325,0.0,0.01,True,True,True,False,True,-0.9999999999999993,-1.0285120795951317,-1.6873386325323745,-1.0285120795951317,-1.0285120795951317,1.3032798396535902e-15,0.0,-1.0035161453202903,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372428,0.0,0.0,0.05450822590515755,False,False
Rc1_eps0.01_off0_a_opposes_b_assists,1.0,0.01,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.0,0.057295779513082325,0.01,True,True,False,True,True,-0.9999999999999993,-1.0550994082048812,-1.7139259611421247,-1.0550994082048812,-1.0550994082048812,0.0,1.3032798396535902e-15,-1.0285120795951317,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.06022498295736628,False,False
Rc1_eps0.01_off0_a_assists_b_opposes,1.0,0.01,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.0,0.057295779513082325,0.01,True,True,False,True,True,-0.9999999999999993,-1.0550994082048812,-1.7139259611421247,-1.0550994082048812,-1.0550994082048812,0.0,1.3032798396535902e-15,-1.0285120795951317,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.06022498295736628,False,False
Rc1_eps0.01_off0.08_c_opposes_ab,1.0,0.01,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.057295779513082325,0.004583662361046588,0.01,True,True,True,True,True,-0.9999999999999993,-1.0834655553174917,-1.742292108254735,-1.0834655553174917,-1.0834655553174912,1.3032798396535902e-15,1.737706452871454e-15,-1.0550994082048812,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,4.440892098500626e-16,0.06658319969493882,False,False
Rc1_eps0.01_off0.08_c_assists_ab,1.0,0.01,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.057295779513082325,0.004583662361046588,0.01,True,True,True,True,True,-0.9999999999999993,-1.0285120795951317,-1.6873386325323745,-1.0285120795951312,-1.0285120795951312,1.3032798396535902e-15,1.737706452871454e-15,-1.00351614532029,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372428,4.440892098500626e-16,4.440892098500626e-16,0.05450822590515755,False,False
Rc1_eps0.01_off0.08_a_opposes_b_assists,1.0,0.01,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.004583662361046588,0.057295779513082325,0.01,True,True,True,True,True,-0.9999999999999993,-1.0573005379125768,-1.7161270908498205,-1.0573005379125766,-1.0573005379125768,1.737706452871454e-15,1.3032798396535902e-15,-1.0305782125636642,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372437,2.220446049250313e-16,0.0,0.06070886310419039,False,False
Rc1_eps0.01_off0.08_a_assists_b_opposes,1.0,0.01,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.063,True,True,True,True,False,0.004583662361046588,0.057295779513082325,0.01,True,True,True,True,True,-0.9999999999999993,-1.0529096446694872,-1.7117361976067311,-1.0529096446694877,-1.0529096446694877,1.737706452871454e-15,1.3032798396535902e-15,-1.026456116905259,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372439,-4.440892098500626e-16,-4.440892098500626e-16,0.0597451991299171,False,False
Rc1_eps0.02_off-0.08_c_opposes_ab,1.0,0.02,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.11459155902616465,0.009167324722093176,0.02,True,True,True,True,True,-0.9999999999999996,-1.1138327145912137,-1.7726592675284571,-1.1138327145912137,-1.1138327145912137,-0.0,1.737706452871454e-15,-1.0550994082048815,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.0736803594763502,False,False
Rc1_eps0.02_off-0.08_c_assists_ab,1.0,0.02,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.11459155902616465,0.009167324722093176,0.02,True,True,True,True,True,-0.9999999999999996,-1.0035161453202899,-1.6623426982575333,-1.00351614532029,-1.0035161453202903,-0.0,1.737706452871454e-15,-0.9576827445680094,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,-2.220446049250313e-16,-4.440892098500626e-16,0.04935263108697692,False,False
Rc1_eps0.02_off-0.08_a_opposes_b_assists,1.0,0.02,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.009167324722093176,0.11459155902616465,0.02,True,True,True,True,True,-0.9999999999999996,-1.0507311441517229,-1.7095576970889665,-1.0507311441517226,-1.0507311441517224,1.737706452871454e-15,-0.0,-0.9996534748253523,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372437,2.220446049250313e-16,4.440892098500626e-16,0.0592694669691823,False,False
Rc1_eps0.02_off-0.08_a_assists_b_opposes,1.0,0.02,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.009167324722093176,0.11459155902616465,0.02,True,True,True,True,True,-0.9999999999999996,-1.0595131383561522,-1.718339691293396,-1.0595131383561522,-1.0595131383561522,1.737706452871454e-15,-0.0,-1.0074154238294162,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372437,0.0,0.0,0.061196884918871236,False,False
Rc1_eps0.02_off0_c_opposes_ab,1.0,0.02,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.11459155902616465,0.0,0.02,True,True,True,False,True,-0.9999999999999996,-1.1138327145912137,-1.7726592675284571,-1.1138327145912137,-1.1138327145912137,-0.0,0.0,-1.0550994082048815,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.0736803594763502,False,False
Rc1_eps0.02_off0_c_assists_ab,1.0,0.02,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.11459155902616465,0.0,0.02,True,True,True,False,True,-0.9999999999999996,-1.0035161453202899,-1.6623426982575333,-1.0035161453202899,-1.0035161453202899,-0.0,0.0,-0.9576827445680094,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.04935263108697692,False,False
Rc1_eps0.02_off0_a_opposes_b_assists,1.0,0.02,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.0,0.11459155902616465,0.02,True,True,False,True,True,-0.9999999999999996,-1.0550994082048815,-1.7139259611421247,-1.0550994082048815,-1.0550994082048815,0.0,-0.0,-1.0035161453202899,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.06022498295736622,False,False
Rc1_eps0.02_off0_a_assists_b_opposes,1.0,0.02,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.0,0.11459155902616465,0.02,True,True,False,True,True,-0.9999999999999996,-1.0550994082048815,-1.7139259611421247,-1.0550994082048815,-1.0550994082048815,0.0,-0.0,-1.0035161453202899,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.06022498295736622,False,False
Rc1_eps0.02_off0.08_c_opposes_ab,1.0,0.02,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.11459155902616465,0.009167324722093176,0.02,True,True,True,True,True,-0.9999999999999996,-1.1138327145912137,-1.7726592675284571,-1.1138327145912137,-1.1138327145912137,-0.0,1.737706452871454e-15,-1.0550994082048815,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.0736803594763502,False,False
Rc1_eps0.02_off0.08_c_assists_ab,1.0,0.02,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.11459155902616465,0.009167324722093176,0.02,True,True,True,True,True,-0.9999999999999996,-1.0035161453202899,-1.6623426982575333,-1.0035161453202903,-1.00351614532029,-0.0,1.737706452871454e-15,-0.9576827445680094,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,-4.440892098500626e-16,-2.220446049250313e-16,0.04935263108697692,False,False
Rc1_eps0.02_off0.08_a_opposes_b_assists,1.0,0.02,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.009167324722093176,0.11459155902616465,0.02,True,True,True,True,True,-0.9999999999999996,-1.0595131383561522,-1.718339691293396,-1.0595131383561522,-1.0595131383561522,1.737706452871454e-15,-0.0,-1.0074154238294162,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372437,0.0,0.0,0.061196884918871236,False,False
Rc1_eps0.02_off0.08_a_assists_b_opposes,1.0,0.02,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.0635,True,True,True,True,False,0.009167324722093176,0.11459155902616465,0.02,True,True,True,True,True,-0.9999999999999996,-1.0507311441517229,-1.7095576970889665,-1.0507311441517224,-1.0507311441517226,1.737706452871454e-15,-0.0,-0.9996534748253523,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372437,4.440892098500626e-16,2.220446049250313e-16,0.0592694669691823,False,False
Rc1_eps0.05_off-0.08_c_opposes_ab,1.0,0.05,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.2864788975654116,0.02291831180523293,0.05,True,True,True,True,True,-0.9999999999999996,-1.219901998552934,-1.8787285514901773,-1.2199019985529342,-1.2199019985529345,2.1721330660893174e-16,-0.0,-1.0550994082048812,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,-2.220446049250313e-16,-4.440892098500626e-16,0.10075059295155978,False,False
Rc1_eps0.05_off-0.08_c_assists_ab,1.0,0.05,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.2864788975654116,0.02291831180523293,0.05,True,True,True,True,True,-0.9999999999999996,-0.9365897860249941,-1.5954163389622376,-0.9365897860249944,-0.9365897860249943,2.1721330660893174e-16,-0.0,-0.8455654331775692,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,-3.3306690738754696e-16,-2.220446049250313e-16,0.03663990543299819,False,False
Rc1_eps0.05_off-0.08_a_opposes_b_assists,1.0,0.05,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.02291831180523293,0.2864788975654116,0.05,True,True,True,True,True,-0.9999999999999996,-1.0442622097636647,-1.7030887627009081,-1.0442622097636642,-1.0442622097636645,-0.0,2.1721330660893174e-16,-0.9284584069802964,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,4.440892098500626e-16,2.220446049250313e-16,0.057866144129478395,False,False
Rc1_eps0.05_off-0.08_a_assists_b_opposes,1.0,0.05,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.02291831180523293,0.2864788975654116,0.05,True,True,True,True,True,-0.9999999999999996,-1.0662208314193506,-1.7250473843565937,-1.0662208314193504,-1.0662208314193504,-0.0,2.1721330660893174e-16,-0.9448927248580992,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.658826552937243,2.220446049250313e-16,2.220446049250313e-16,0.0626862645715554,False,False
Rc1_eps0.05_off0_c_opposes_ab,1.0,0.05,0.0,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.2864788975654116,0.0,0.05,True,True,True,False,True,-0.9999999999999996,-1.219901998552934,-1.8787285514901773,-1.219901998552934,-1.219901998552934,2.1721330660893174e-16,0.0,-1.0550994082048812,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.10075059295155978,False,False
Rc1_eps0.05_off0_c_assists_ab,1.0,0.05,0.0,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.2864788975654116,0.0,0.05,True,True,True,False,True,-0.9999999999999996,-0.9365897860249941,-1.5954163389622376,-0.9365897860249941,-0.9365897860249941,2.1721330660893174e-16,0.0,-0.8455654331775692,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,unfit,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.03663990543299819,False,False
Rc1_eps0.05_off0_a_opposes_b_assists,1.0,0.05,0.0,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.0,0.2864788975654116,0.05,True,True,False,True,True,-0.9999999999999996,-1.0550994082048812,-1.7139259611421247,-1.0550994082048812,-1.0550994082048812,0.0,2.1721330660893174e-16,-0.9365897860249941,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.060224982957366245,False,False
Rc1_eps0.05_off0_a_assists_b_opposes,1.0,0.05,0.0,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.0,0.2864788975654116,0.05,True,True,False,True,True,-0.9999999999999996,-1.0550994082048812,-1.7139259611421247,-1.0550994082048812,-1.0550994082048812,0.0,2.1721330660893174e-16,-0.9365897860249941,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,unfit,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,0.0,0.0,0.060224982957366245,False,False
Rc1_eps0.05_off0.08_c_opposes_ab,1.0,0.05,0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.2864788975654116,0.02291831180523293,0.05,True,True,True,True,True,-0.9999999999999996,-1.219901998552934,-1.8787285514901773,-1.2199019985529345,-1.2199019985529342,2.1721330660893174e-16,-0.0,-1.0550994082048812,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,-4.440892098500626e-16,-2.220446049250313e-16,0.10075059295155978,False,False
Rc1_eps0.05_off0.08_c_assists_ab,1.0,0.05,0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.2864788975654116,0.02291831180523293,0.05,True,True,True,True,True,-0.9999999999999996,-0.9365897860249941,-1.5954163389622376,-0.9365897860249943,-0.9365897860249944,2.1721330660893174e-16,-0.0,-0.8455654331775692,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,-2.220446049250313e-16,-3.3306690738754696e-16,0.03663990543299819,False,False
Rc1_eps0.05_off0.08_a_opposes_b_assists,1.0,0.05,0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.02291831180523293,0.2864788975654116,0.05,True,True,True,True,True,-0.9999999999999996,-1.0662208314193506,-1.7250473843565937,-1.0662208314193504,-1.0662208314193504,-0.0,2.1721330660893174e-16,-0.9448927248580992,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.658826552937243,2.220446049250313e-16,2.220446049250313e-16,0.0626862645715554,False,False
Rc1_eps0.05_off0.08_a_assists_b_opposes,1.0,0.05,0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.065,True,True,True,False,False,0.02291831180523293,0.2864788975654116,0.05,True,True,True,True,True,-0.9999999999999996,-1.0442622097636647,-1.7030887627009081,-1.0442622097636645,-1.0442622097636642,-0.0,2.1721330660893174e-16,-0.9284584069802964,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,2.220446049250313e-16,4.440892098500626e-16,0.057866144129478395,False,False
Rc1_eps0.1_off-0.08_c_opposes_ab,1.0,0.1,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.5729577951308232,0.04583662361046586,0.1,True,True,True,True,True,-0.9999999999999996,-1.4791367260753483,-2.1379632790125918,-1.4791367260753483,-1.4791367260753479,-4.344266132178635e-16,-4.344266132178635e-16,-1.0550994082048815,proportional_like_alpha_minus1,other,area_like_alpha_minus2,other,other,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372435,0.0,4.440892098500626e-16,0.18079344490368607,False,False
Rc1_eps0.1_off-0.08_c_assists_ab,1.0,0.1,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.5729577951308232,0.04583662361046586,0.1,True,True,True,True,True,-0.9999999999999996,-0.8455654331775687,-1.5043919861148118,-0.8455654331775689,-0.8455654331775694,-4.344266132178635e-16,-4.344266132178635e-16,-0.7125811832274762,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,other,-0.6588265529372431,-2.220446049250313e-16,-6.661338147750939e-16,0.022220530303744747,False,False
Rc1_eps0.1_off-0.08_a_opposes_b_assists,1.0,0.1,-0.08,a_opposes_b_assists,C relation opposes A-side and assists B-side.,-1.0,1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.04583662361046586,0.5729577951308232,0.1,True,True,True,True,True,-0.9999999999999996,-1.0336966754955101,-1.692523228432754,-1.0336966754955101,-1.0336966754955104,-4.344266132178635e-16,-4.344266132178635e-16,-0.8328562380016925,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372439,0.0,-2.220446049250313e-16,0.0556043310537347,False,False
Rc1_eps0.1_off-0.08_a_assists_b_opposes,1.0,0.1,-0.08,a_assists_b_opposes,C relation assists A-side and opposes B-side.,1.0,-1.0,96,0.06544984694978735,4,True,0.0675,True,True,True,False,False,0.04583662361046586,0.5729577951308232,0.1,True,True,True,True,True,-0.9999999999999996,-1.0776399220342163,-1.7364664749714596,-1.0776399220342163,-1.0776399220342163,-4.344266132178635e-16,-4.344266132178635e-16,-0.8587312160817812,proportional_like_alpha_minus1,proportional_like_alpha_minus1,other,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.6588265529372432,0.0,0.0,0.06525584167150837,False,False
