N,trial,complex_embed_err_rel,complex_rank,real_B_min_eig_rel,real_B_n_negative,sum_abs_z2
12,95,1.27e-15,11,-4.683e-01,5,149.9562
12,96,1.62e-15,11,-7.940e-01,4,151.5319
12,97,1.19e-15,11,-6.155e-01,5,150.3725
12,98,1.19e-15,11,-8.144e-01,4,119.0169
12,99,1.42e-15,11,-5.622e-01,5,132.0909
13,0,5.70e-16,12,-6.268e-01,4,145.7532
13,1,1.95e-15,12,-7.315e-01,5,150.0966
13,2,1.05e-15,12,-5.953e-01,5,168.3426
13,3,1.37e-15,12,-5.792e-01,5,183.4166
13,4,8.52e-16,12,-7.461e-01,5,182.4166
13,5,1.42e-15,12,-7.979e-01,5,138.8216
13,6,1.00e-15,12,-6.529e-01,4,157.4059
13,7,1.14e-15,12,-6.647e-01,5,128.6699
13,8,1.11e-15,12,-5.374e-01,6,167.6752
13,9,1.43e-15,12,-7.549e-01,5,150.9521
13,10,1.37e-15,12,-5.254e-01,5,166.1678
13,11,7.61e-16,12,-6.799e-01,5,146.9730
13,12,1.60e-15,12,-9.812e-01,5,135.9918
13,13,1.11e-15,12,-5.627e-01,4,140.8318
13,14,1.52e-15,12,-7.483e-01,5,175.1953
13,15,1.37e-15,12,-7.514e-01,5,133.2806
13,16,8.58e-16,12,-5.511e-01,5,191.3069
13,17,1.37e-15,12,-9.489e-01,4,126.3120
13,18,1.18e-15,12,-7.310e-01,5,168.9552
13,19,1.09e-15,12,-6.626e-01,6,149.8436
13,20,1.06e-15,12,-6.492e-01,5,175.1150
13,21,1.04e-15,12,-8.241e-01,4,146.4332
13,22,8.45e-16,12,-5.886e-01,4,134.9783
13,23,1.73e-15,12,-5.629e-01,5,171.4300
13,24,1.47e-15,12,-5.882e-01,5,149.3615
13,25,9.02e-16,12,-7.930e-01,4,180.2756
13,26,9.86e-16,12,-7.297e-01,5,172.6266
13,27,9.58e-16,12,-6.405e-01,5,151.5068
13,28,8.52e-16,12,-6.509e-01,5,170.8449
13,29,1.60e-15,12,-6.002e-01,5,148.2052
13,30,1.02e-15,12,-1.000e+00,5,143.8215
13,31,1.23e-15,12,-4.659e-01,5,157.2046
13,32,1.10e-15,12,-7.596e-01,5,129.5886
13,33,1.49e-15,12,-6.359e-01,5,158.8230
13,34,1.17e-15,12,-4.710e-01,6,173.6543
13,35,1.22e-15,12,-6.872e-01,5,170.9199
13,36,9.54e-16,12,-5.536e-01,4,145.5548
13,37,2.04e-15,12,-7.973e-01,5,176.7765
13,38,1.11e-15,12,-6.724e-01,5,172.6676
13,39,8.84e-16,12,-7.998e-01,4,142.3990
13,40,8.72e-16,12,-7.481e-01,4,131.8928
13,41,2.15e-15,12,-6.144e-01,5,146.3224
13,42,1.37e-15,12,-4.829e-01,5,171.6102
13,43,9.20e-16,12,-6.813e-01,4,151.1694
13,44,9.62e-16,12,-7.357e-01,4,155.4275
13,45,1.06e-15,12,-6.150e-01,5,132.7984
13,46,7.90e-16,12,-8.290e-01,5,168.8336
13,47,1.07e-15,12,-7.729e-01,5,128.0174
13,48,1.29e-15,12,-6.515e-01,6,159.9745
13,49,1.39e-15,12,-4.950e-01,5,151.3843
13,50,1.58e-15,12,-7.659e-01,5,185.5768
13,51,9.86e-16,12,-7.666e-01,5,155.7692
13,52,1.03e-15,12,-6.476e-01,4,175.8950
13,53,1.12e-15,12,-6.370e-01,5,162.8923
13,54,7.11e-16,12,-8.900e-01,4,159.5876
13,55,9.45e-16,12,-7.789e-01,4,137.5645
13,56,1.03e-15,12,-7.687e-01,5,157.1341
13,57,1.16e-15,12,-5.945e-01,4,142.7478
13,58,1.48e-15,12,-5.138e-01,5,143.6750
13,59,1.37e-15,12,-7.270e-01,4,128.8097
13,60,1.19e-15,12,-5.947e-01,4,142.1640
13,61,1.55e-15,12,-4.962e-01,4,143.6694
13,62,1.12e-15,12,-6.363e-01,5,129.0146
13,63,1.09e-15,12,-5.982e-01,6,177.3377
13,64,1.42e-15,12,-6.864e-01,6,163.7178
13,65,1.54e-15,12,-6.396e-01,5,170.0423
13,66,6.39e-16,12,-7.105e-01,5,140.8369
13,67,1.57e-15,12,-6.655e-01,5,135.4114
13,68,9.09e-16,12,-5.686e-01,5,157.4791
13,69,1.10e-15,12,-5.697e-01,6,152.1445
13,70,1.53e-15,12,-5.432e-01,4,137.9308
13,71,9.97e-16,12,-6.536e-01,4,143.5025
13,72,9.49e-16,12,-7.441e-01,6,184.6945
13,73,9.33e-16,12,-6.492e-01,5,171.4855
13,74,1.41e-15,12,-6.551e-01,5,181.4718
13,75,9.39e-16,12,-8.639e-01,5,168.3502
13,76,7.82e-16,12,-5.077e-01,4,134.5592
13,77,1.26e-15,12,-7.448e-01,6,177.9333
13,78,1.55e-15,12,-5.158e-01,5,154.1901
13,79,1.67e-15,12,-3.674e-01,5,139.8228
13,80,7.95e-16,12,-7.791e-01,4,148.5513
13,81,1.01e-15,12,-4.807e-01,5,155.7916
13,82,1.36e-15,12,-8.032e-01,5,153.7529
13,83,1.41e-15,12,-7.734e-01,4,173.0299
13,84,1.34e-15,12,-9.308e-01,6,160.0295
13,85,9.87e-16,12,-6.351e-01,4,175.8299
13,86,1.44e-15,12,-7.626e-01,5,156.7882
13,87,1.17e-15,12,-7.972e-01,5,203.2571
13,88,1.16e-15,12,-5.778e-01,5,143.3158
13,89,9.94e-16,12,-5.850e-01,4,166.1190
13,90,1.39e-15,12,-6.774e-01,4,156.8631
13,91,7.81e-16,12,-7.579e-01,4,179.5305
13,92,7.52e-16,12,-6.675e-01,6,150.9872
13,93,1.27e-15,12,-5.931e-01,5,171.0134
13,94,8.40e-16,12,-6.494e-01,4,160.3894
13,95,9.76e-16,12,-5.608e-01,5,150.5283
13,96,1.32e-15,12,-9.523e-01,5,113.3990
13,97,1.60e-15,12,-5.323e-01,5,171.4639
13,98,1.02e-15,12,-7.497e-01,5,152.5919
13,99,8.78e-16,12,-5.265e-01,5,153.9611
14,0,1.45e-15,13,-6.250e-01,5,187.1097
14,1,1.56e-15,13,-8.782e-01,5,172.9246
14,2,1.14e-15,13,-8.045e-01,6,185.8534
14,3,1.08e-15,13,-5.042e-01,6,168.9836
14,4,1.37e-15,13,-6.962e-01,6,182.2886
14,5,1.67e-15,13,-6.970e-01,5,186.9057
14,6,1.13e-15,13,-6.877e-01,5,167.2675
14,7,9.76e-16,13,-6.261e-01,5,204.0501
14,8,1.27e-15,13,-6.962e-01,5,192.3685
14,9,1.22e-15,13,-5.942e-01,5,168.2928
14,10,7.15e-16,13,-6.627e-01,5,153.9191
14,11,1.62e-15,13,-6.917e-01,4,170.0297
14,12,8.40e-16,13,-7.528e-01,6,167.9083
14,13,1.06e-15,13,-6.448e-01,6,179.9355
14,14,9.51e-16,13,-7.486e-01,5,196.5239
14,15,1.47e-15,13,-6.014e-01,6,181.7269
14,16,8.77e-16,13,-7.366e-01,6,190.9077
14,17,8.99e-16,13,-6.806e-01,6,204.7564
14,18,1.32e-15,13,-5.039e-01,5,184.5133
14,19,9.38e-16,13,-7.324e-01,5,202.4134
14,20,8.42e-16,13,-6.612e-01,6,173.6731
14,21,1.74e-15,13,-5.824e-01,5,196.4665
14,22,1.21e-15,13,-7.485e-01,5,207.8708
14,23,1.64e-15,13,-4.316e-01,6,226.4248
14,24,1.68e-15,13,-5.126e-01,5,152.6524
14,25,1.05e-15,13,-7.364e-01,6,189.7188
14,26,1.35e-15,13,-8.720e-01,5,172.6604
14,27,8.02e-16,13,-7.294e-01,5,204.2654
14,28,1.19e-15,13,-8.903e-01,5,190.8801
14,29,1.37e-15,13,-6.481e-01,5,152.8738
14,30,1.26e-15,13,-6.436e-01,5,186.0021
14,31,1.10e-15,13,-8.015e-01,4,175.8974
14,32,1.16e-15,13,-6.470e-01,5,193.4096
14,33,9.27e-16,13,-7.373e-01,5,206.9865
14,34,9.93e-16,13,-5.943e-01,5,212.4845
14,35,1.06e-15,13,-6.552e-01,5,204.0977
14,36,1.39e-15,13,-6.766e-01,5,200.7855
14,37,1.22e-15,13,-7.996e-01,5,194.4285
14,38,1.54e-15,13,-4.884e-01,5,181.0575
14,39,1.21e-15,13,-5.870e-01,4,172.5571
14,40,1.01e-15,13,-6.607e-01,5,196.1529
14,41,1.22e-15,13,-8.424e-01,5,171.7357
14,42,1.00e-15,13,-8.855e-01,5,190.3006
14,43,1.22e-15,13,-7.079e-01,6,191.5153
14,44,1.26e-15,13,-4.676e-01,5,212.5227
14,45,1.22e-15,13,-7.550e-01,5,175.8072
14,46,1.34e-15,13,-7.531e-01,5,201.1442
14,47,1.08e-15,13,-5.838e-01,6,190.0953
14,48,1.46e-15,13,-6.035e-01,4,184.2716
14,49,8.32e-16,13,-6.233e-01,6,193.3522
14,50,1.33e-15,13,-6.200e-01,5,204.0896
14,51,1.28e-15,13,-7.243e-01,5,203.2535
14,52,1.58e-15,13,-6.960e-01,5,166.5549
14,53,1.49e-15,13,-6.953e-01,6,185.2717
14,54,1.15e-15,13,-6.698e-01,6,194.9782
14,55,1.22e-15,13,-5.735e-01,5,156.1972
14,56,1.33e-15,13,-5.540e-01,6,138.6959
14,57,7.66e-16,13,-5.830e-01,6,172.6279
14,58,1.41e-15,13,-5.633e-01,5,198.7905
14,59,1.24e-15,13,-8.005e-01,6,168.1280
14,60,1.28e-15,13,-7.433e-01,5,190.9360
14,61,1.11e-15,13,-7.542e-01,5,193.9351
14,62,1.35e-15,13,-7.727e-01,6,212.0639
14,63,1.42e-15,13,-8.296e-01,5,145.8836
14,64,1.63e-15,13,-5.932e-01,6,177.5432
14,65,1.08e-15,13,-6.778e-01,5,217.0224
14,66,1.45e-15,13,-7.521e-01,5,161.6302
14,67,1.39e-15,13,-6.026e-01,6,148.6795
14,68,9.37e-16,13,-6.621e-01,5,164.5925
14,69,9.50e-16,13,-6.467e-01,5,168.0843
14,70,1.22e-15,13,-8.489e-01,5,167.0565
14,71,1.50e-15,13,-5.112e-01,5,173.3237
14,72,9.97e-16,13,-7.027e-01,5,181.7216
14,73,1.53e-15,13,-6.281e-01,6,179.8065
14,74,1.20e-15,13,-6.871e-01,5,177.7693
14,75,1.82e-15,13,-7.365e-01,5,190.6701
14,76,9.59e-16,13,-8.108e-01,5,176.9818
14,77,1.51e-15,13,-8.085e-01,5,168.4132
14,78,2.10e-15,13,-5.856e-01,5,130.7921
14,79,1.96e-15,13,-9.679e-01,5,157.5633
14,80,8.65e-16,13,-7.844e-01,6,175.4253
14,81,1.49e-15,13,-8.383e-01,5,180.4699
14,82,1.25e-15,13,-5.633e-01,5,161.3598
14,83,1.42e-15,13,-6.835e-01,5,188.5444
14,84,1.04e-15,13,-6.786e-01,5,160.4433
14,85,1.43e-15,13,-6.927e-01,6,170.7647
14,86,1.07e-15,13,-6.499e-01,5,148.3317
14,87,9.02e-16,13,-5.907e-01,5,226.4200
14,88,9.56e-16,13,-4.638e-01,5,173.4869
14,89,1.16e-15,13,-7.112e-01,5,174.7282
14,90,1.29e-15,13,-8.188e-01,5,195.4518
14,91,1.20e-15,13,-7.292e-01,5,177.3211
14,92,1.69e-15,13,-7.194e-01,5,186.7973
14,93,8.80e-16,13,-7.813e-01,5,146.2276
14,94,7.63e-16,13,-6.378e-01,6,175.3655
14,95,1.33e-15,13,-6.507e-01,5,166.9692
14,96,9.69e-16,13,-7.727e-01,5,194.1727
14,97,1.29e-15,13,-7.400e-01,5,167.2827
14,98,1.74e-15,13,-6.284e-01,6,141.1648
14,99,1.04e-15,13,-5.714e-01,6,174.5491
15,0,1.40e-15,14,-6.024e-01,6,194.2628
15,1,1.59e-15,14,-7.134e-01,6,167.7844
15,2,1.36e-15,14,-8.527e-01,5,204.5202
15,3,1.46e-15,14,-7.110e-01,5,198.6235
15,4,1.36e-15,14,-7.075e-01,5,207.8375
15,5,1.88e-15,14,-5.876e-01,6,164.6230
15,6,1.18e-15,14,-6.383e-01,5,222.4957
15,7,1.60e-15,14,-5.876e-01,6,231.3914
15,8,1.14e-15,14,-7.235e-01,6,195.6975
15,9,1.49e-15,14,-7.070e-01,6,217.7068
15,10,1.17e-15,14,-8.093e-01,6,210.4823
15,11,1.29e-15,14,-7.124e-01,5,216.2911
15,12,1.46e-15,14,-8.904e-01,5,207.3759
15,13,8.76e-16,14,-5.640e-01,6,227.0110
15,14,1.09e-15,14,-6.266e-01,6,193.0065
15,15,1.40e-15,14,-6.218e-01,6,195.7302
15,16,1.28e-15,14,-5.576e-01,7,218.9621
15,17,1.01e-15,14,-6.954e-01,6,213.4454
15,18,1.66e-15,14,-6.274e-01,6,224.1867
15,19,1.29e-15,14,-7.531e-01,6,207.9695
15,20,1.19e-15,14,-8.408e-01,5,216.0421
15,21,1.23e-15,14,-7.712e-01,5,179.5460
15,22,1.10e-15,14,-7.702e-01,6,226.0227
15,23,1.74e-15,14,-8.602e-01,5,197.4280
15,24,1.11e-15,14,-6.517e-01,6,198.2637
15,25,1.22e-15,14,-7.086e-01,5,200.5138
15,26,1.20e-15,14,-7.598e-01,6,201.2852
15,27,1.75e-15,14,-7.462e-01,6,209.7353
15,28,1.36e-15,14,-7.027e-01,5,189.0526
15,29,1.61e-15,14,-7.277e-01,6,192.4100
15,30,1.61e-15,14,-5.990e-01,5,206.8304
15,31,1.07e-15,14,-8.027e-01,6,184.9983
15,32,1.47e-15,14,-6.883e-01,5,201.7751
15,33,1.57e-15,14,-6.558e-01,6,193.6628
15,34,9.79e-16,14,-5.978e-01,6,218.0697
15,35,1.63e-15,14,-6.175e-01,6,178.2930
15,36,1.84e-15,14,-6.432e-01,5,193.2295
15,37,1.61e-15,14,-7.382e-01,5,182.6110
15,38,8.59e-16,14,-7.805e-01,5,174.6146
15,39,7.47e-16,14,-7.067e-01,5,204.3399
15,40,1.23e-15,14,-7.234e-01,5,180.3305
15,41,1.17e-15,14,-7.549e-01,5,205.5454
15,42,1.55e-15,14,-6.453e-01,7,196.3286
15,43,1.46e-15,14,-7.019e-01,6,170.3179
15,44,1.59e-15,14,-7.426e-01,5,210.4017
15,45,1.78e-15,14,-9.789e-01,5,176.5307
15,46,1.62e-15,14,-5.913e-01,6,257.6137
15,47,1.07e-15,14,-7.494e-01,6,226.7358
15,48,9.77e-16,14,-6.195e-01,5,213.1281
15,49,1.23e-15,14,-6.306e-01,6,225.7757
15,50,1.31e-15,14,-7.802e-01,6,210.3456
15,51,1.81e-15,14,-7.216e-01,5,193.9356
15,52,1.42e-15,14,-6.289e-01,5,181.5231
15,53,2.17e-15,14,-6.406e-01,6,193.7529
15,54,1.07e-15,14,-7.493e-01,6,212.8546
15,55,1.58e-15,14,-9.222e-01,6,219.0868
15,56,1.06e-15,14,-5.671e-01,6,209.3351
15,57,9.26e-16,14,-7.509e-01,5,219.2634
15,58,1.41e-15,14,-6.419e-01,6,171.5108
15,59,9.68e-16,14,-7.024e-01,5,232.4931
15,60,1.60e-15,14,-7.953e-01,6,187.3118
15,61,1.55e-15,14,-7.532e-01,6,187.1686
15,62,1.55e-15,14,-7.726e-01,5,169.7268
15,63,1.20e-15,14,-7.925e-01,6,196.0670
15,64,1.94e-15,14,-6.337e-01,6,182.4642
15,65,1.02e-15,14,-7.241e-01,6,197.8806
15,66,1.25e-15,14,-9.525e-01,6,202.5156
15,67,1.07e-15,14,-6.415e-01,6,211.5488
15,68,9.81e-16,14,-5.929e-01,6,221.3153
15,69,1.11e-15,14,-6.672e-01,7,229.3312
15,70,9.87e-16,14,-7.138e-01,6,225.6624
15,71,1.21e-15,14,-6.533e-01,6,219.6424
15,72,8.60e-16,14,-8.614e-01,6,179.3566
15,73,1.10e-15,14,-7.818e-01,7,226.9128
15,74,8.06e-16,14,-6.069e-01,6,178.0312
15,75,1.76e-15,14,-8.072e-01,5,201.2873
15,76,1.45e-15,14,-6.510e-01,5,196.8282
15,77,1.12e-15,14,-7.213e-01,6,176.9212
15,78,9.75e-16,14,-7.601e-01,5,209.2562
15,79,6.78e-16,14,-5.499e-01,5,206.9590
15,80,1.68e-15,14,-7.976e-01,6,241.2981
15,81,1.43e-15,14,-7.243e-01,5,199.7383
15,82,1.18e-15,14,-8.498e-01,5,209.2314
15,83,7.67e-16,14,-6.819e-01,6,214.2684
15,84,1.42e-15,14,-6.593e-01,6,178.4640
15,85,1.40e-15,14,-5.639e-01,6,184.7793
15,86,1.40e-15,14,-6.631e-01,6,221.6090
15,87,1.71e-15,14,-5.223e-01,5,201.4077
15,88,1.24e-15,14,-5.660e-01,5,214.5896
15,89,1.19e-15,14,-6.690e-01,5,209.3543
15,90,1.97e-15,14,-6.421e-01,6,186.0814
15,91,1.07e-15,14,-7.096e-01,5,206.1596
15,92,1.38e-15,14,-8.327e-01,5,190.3043
15,93,1.11e-15,14,-8.016e-01,6,216.7252
15,94,7.34e-16,14,-4.708e-01,6,197.1042
15,95,1.35e-15,14,-7.606e-01,5,202.1481
15,96,7.21e-16,14,-6.848e-01,6,198.0824
15,97,1.05e-15,14,-7.133e-01,5,226.2260
15,98,1.83e-15,14,-4.950e-01,6,205.4568
15,99,1.42e-15,14,-7.571e-01,6,257.0777
16,0,1.60e-15,15,-8.599e-01,6,242.6453
16,1,1.28e-15,15,-8.724e-01,7,243.5387
16,2,1.11e-15,15,-7.046e-01,7,252.7272
16,3,9.60e-16,15,-7.338e-01,6,262.3858
16,4,1.67e-15,15,-7.217e-01,7,316.2854
16,5,1.23e-15,15,-6.610e-01,7,252.7572
16,6,1.14e-15,15,-7.713e-01,6,234.8376
16,7,9.72e-16,15,-7.061e-01,6,244.5887
16,8,7.42e-16,15,-8.347e-01,6,308.1905
16,9,8.58e-16,15,-7.050e-01,6,248.7350
16,10,1.63e-15,15,-5.376e-01,6,210.0182
16,11,1.87e-15,15,-6.721e-01,6,253.9767
16,12,1.71e-15,15,-6.230e-01,5,216.1899
16,13,1.10e-15,15,-7.021e-01,5,224.3476
16,14,9.14e-16,15,-6.037e-01,6,244.6872
16,15,1.12e-15,15,-6.483e-01,6,256.4130
16,16,1.12e-15,15,-6.949e-01,6,233.4114
16,17,1.28e-15,15,-7.775e-01,6,222.4438
16,18,9.57e-16,15,-8.339e-01,6,241.7440
16,19,1.52e-15,15,-7.257e-01,6,223.8735
16,20,1.16e-15,15,-5.878e-01,6,307.6688
16,21,1.36e-15,15,-6.205e-01,6,237.2825
16,22,1.05e-15,15,-6.261e-01,5,231.5054
16,23,1.21e-15,15,-7.251e-01,6,234.5235
16,24,8.35e-16,15,-7.829e-01,6,246.4513
16,25,1.42e-15,15,-7.089e-01,6,281.7672
16,26,1.30e-15,15,-7.482e-01,6,240.4535
16,27,1.94e-15,15,-8.261e-01,6,241.0705
16,28,1.26e-15,15,-8.530e-01,6,196.3045
16,29,1.38e-15,15,-6.989e-01,6,199.8935
16,30,1.20e-15,15,-7.451e-01,5,212.5947
16,31,1.08e-15,15,-7.408e-01,7,259.3987
16,32,1.62e-15,15,-7.344e-01,6,277.7980
16,33,1.41e-15,15,-7.146e-01,6,230.6897
16,34,1.20e-15,15,-6.192e-01,6,239.3514
16,35,1.49e-15,15,-8.090e-01,6,249.8338
16,36,2.10e-15,15,-7.393e-01,6,275.0597
16,37,1.01e-15,15,-7.583e-01,7,243.5763
16,38,1.02e-15,15,-6.470e-01,6,288.7593
16,39,8.56e-16,15,-6.726e-01,7,207.1995
16,40,8.09e-16,15,-6.849e-01,6,241.2801
16,41,1.58e-15,15,-6.420e-01,6,234.6959
16,42,1.30e-15,15,-8.882e-01,6,227.1345
16,43,1.15e-15,15,-8.267e-01,5,232.2172
16,44,7.98e-16,15,-8.069e-01,7,255.7787
16,45,9.89e-16,15,-6.764e-01,6,207.9457
16,46,1.97e-15,15,-6.587e-01,6,217.4731
16,47,1.13e-15,15,-7.970e-01,6,260.7811
16,48,1.36e-15,15,-5.679e-01,7,262.9669
16,49,1.17e-15,15,-6.261e-01,7,252.5963
16,50,1.32e-15,15,-7.771e-01,7,214.6283
16,51,1.62e-15,15,-7.241e-01,7,247.7064
16,52,2.07e-15,15,-5.395e-01,6,227.1375
16,53,1.03e-15,15,-6.343e-01,6,230.5389
16,54,1.12e-15,15,-5.607e-01,7,222.9976
16,55,1.22e-15,15,-6.802e-01,6,297.0287
16,56,1.32e-15,15,-6.652e-01,6,245.3596
16,57,1.75e-15,15,-6.842e-01,5,203.2882
16,58,1.31e-15,15,-8.174e-01,6,255.6338
16,59,1.71e-15,15,-7.114e-01,7,234.6683
16,60,1.57e-15,15,-8.756e-01,7,226.7043
16,61,1.56e-15,15,-7.840e-01,7,244.1518
16,62,1.34e-15,15,-7.486e-01,6,253.3185
16,63,1.58e-15,15,-8.412e-01,6,230.9860
16,64,1.95e-15,15,-7.312e-01,6,226.9455
16,65,1.24e-15,15,-5.784e-01,6,239.0640
16,66,1.59e-15,15,-6.937e-01,6,260.4873
16,67,1.26e-15,15,-5.852e-01,6,264.5276
16,68,1.40e-15,15,-5.338e-01,6,255.2099
16,69,1.43e-15,15,-6.013e-01,6,238.7148
16,70,8.18e-16,15,-8.062e-01,7,247.2406
16,71,1.23e-15,15,-5.457e-01,6,244.4979
16,72,1.08e-15,15,-7.483e-01,7,216.3217
16,73,1.58e-15,15,-6.670e-01,6,219.1065
16,74,9.11e-16,15,-7.552e-01,6,290.6991
16,75,1.02e-15,15,-6.136e-01,6,228.7899
16,76,1.09e-15,15,-8.242e-01,6,266.2322
16,77,1.49e-15,15,-5.523e-01,7,231.7273
16,78,1.04e-15,15,-5.851e-01,7,243.7202
16,79,1.52e-15,15,-6.847e-01,7,245.3093
16,80,1.33e-15,15,-6.704e-01,6,225.9723
16,81,1.66e-15,15,-6.480e-01,7,238.9786
16,82,9.40e-16,15,-6.879e-01,7,239.9385
16,83,1.62e-15,15,-6.815e-01,7,272.8065
16,84,8.73e-16,15,-5.961e-01,6,250.7729
16,85,9.39e-16,15,-8.807e-01,7,237.4271
16,86,1.12e-15,15,-7.832e-01,6,242.2741
16,87,9.73e-16,15,-7.367e-01,6,195.9780
16,88,8.35e-16,15,-7.809e-01,6,223.5649
16,89,1.62e-15,15,-5.142e-01,7,284.6286
16,90,1.28e-15,15,-1.000e+00,7,231.3949
16,91,1.11e-15,15,-7.296e-01,6,237.4346
16,92,1.83e-15,15,-6.504e-01,6,263.7952
16,93,1.26e-15,15,-7.088e-01,6,215.2399
16,94,9.03e-16,15,-6.098e-01,6,259.9521
16,95,1.07e-15,15,-8.613e-01,6,237.1232
16,96,1.54e-15,15,-7.138e-01,6,244.1889
16,97,1.39e-15,15,-6.503e-01,6,238.0437
16,98,1.34e-15,15,-7.848e-01,6,266.2885
16,99,1.90e-15,15,-7.318e-01,7,241.6061
